time,power
Mon 01 May 2020 01:12:00 GMT,3.41172
Mon 01 May 2020 01:16:00 GMT,3.205841
Mon 01 May 2020 01:20:00 GMT,2.597924
Mon 01 May 2020 01:24:00 GMT,3.815939
Mon 01 May 2020 01:28:00 GMT,3.417954
Mon 01 May 2020 01:32:00 GMT,3.649929
Mon 01 May 2020 01:36:00 GMT,3.781967
Mon 01 May 2020 01:40:00 GMT,3.728066
Mon 01 May 2020 01:44:00 GMT,3.550567
Mon 01 May 2020 01:48:00 GMT,3.904964
Mon 01 May 2020 01:52:00 GMT,3.64436
Mon 01 May 2020 01:56:00 GMT,2.8893
Mon 01 May 2020 02:00:00 GMT,3.740742
Mon 01 May 2020 02:04:00 GMT,3.377964
Mon 01 May 2020 02:08:00 GMT,3.565307
Mon 01 May 2020 02:12:00 GMT,3.33691
Mon 01 May 2020 02:16:00 GMT,3.273843
Mon 01 May 2020 02:20:00 GMT,3.885242
Mon 01 May 2020 02:24:00 GMT,3.117958
Mon 01 May 2020 02:28:00 GMT,3.63984
Mon 01 May 2020 02:32:00 GMT,3.574805
Mon 01 May 2020 02:36:00 GMT,3.401737
Mon 01 May 2020 02:40:00 GMT,3.721761
Mon 01 May 2020 02:44:00 GMT,3.079634
Mon 01 May 2020 02:48:00 GMT,3.806639
Mon 01 May 2020 02:52:00 GMT,3.930842
Mon 01 May 2020 02:56:00 GMT,3.482445
Mon 01 May 2020 03:00:00 GMT,3.492207
Mon 01 May 2020 03:04:00 GMT,3.240541
Mon 01 May 2020 03:08:00 GMT,3.894305
Mon 01 May 2020 03:12:00 GMT,3.879814
Mon 01 May 2020 03:16:00 GMT,3.237881
Mon 01 May 2020 03:20:00 GMT,3.785063
Mon 01 May 2020 03:24:00 GMT,4.005772
Mon 01 May 2020 03:28:00 GMT,2.887293
Mon 01 May 2020 03:32:00 GMT,3.885925
Mon 01 May 2020 03:36:00 GMT,3.96723
Mon 01 May 2020 03:40:00 GMT,2.922893
Mon 01 May 2020 03:44:00 GMT,3.644455
Mon 01 May 2020 03:48:00 GMT,3.591132
Mon 01 May 2020 03:52:00 GMT,3.08682
Mon 01 May 2020 03:56:00 GMT,3.997963
Mon 01 May 2020 04:00:00 GMT,3.089754
Mon 01 May 2020 04:04:00 GMT,3.997812
Mon 01 May 2020 04:08:00 GMT,4.131743
Mon 01 May 2020 04:12:00 GMT,3.198629
Mon 01 May 2020 04:16:00 GMT,3.757829
Mon 01 May 2020 04:20:00 GMT,3.876292
Mon 01 May 2020 04:24:00 GMT,3.721095
Mon 01 May 2020 04:28:00 GMT,3.660411
Mon 01 May 2020 04:32:00 GMT,2.970026
Mon 01 May 2020 04:36:00 GMT,4.041819
Mon 01 May 2020 04:40:00 GMT,4.034533
Mon 01 May 2020 04:44:00 GMT,3.168937
Mon 01 May 2020 04:48:00 GMT,4.205836
Mon 01 May 2020 04:52:00 GMT,3.170071
Mon 01 May 2020 04:56:00 GMT,3.940083
Mon 01 May 2020 05:00:00 GMT,3.717702
Mon 01 May 2020 05:04:00 GMT,3.193952
Mon 01 May 2020 05:08:00 GMT,4.001921
Mon 01 May 2020 05:12:00 GMT,4.105571
Mon 01 May 2020 05:16:00 GMT,3.143526
Mon 01 May 2020 05:20:00 GMT,4.012719
Mon 01 May 2020 05:24:00 GMT,4.139286
